Date,Div_growth,DEF = LT Corp. - LT govt.,TERM = ST govt.-LT govt.
199601,0.001523,0.00248,-0.005332
199602,0.002418,0.011505,-0.051956
199603,0.001928,0.008167,-0.02484
199604,0.001429,0.000521,-0.020995
199605,0.002634,0.005976,-0.009635
199606,0.001757,-0.00302,0.016217
199607,0.001675,-0.000756,-0.002727
199608,0.002387,0.007028,-0.017978
199609,0.001947,-0.002993,0.024497
199610,0.001602,-0.00411,0.035978
199611,0.002308,-0.008458,0.030861
199612,0.001904,0.00716,-0.030058
199701,0.001234,0.005167,-0.012374
199702,0.002038,0.002285,-0.003333
199703,0.001869,0.003187,-0.029372
199704,0.001397,-0.006946,0.021125
199705,0.002128,0.003077,0.004736
199706,0.001571,-0.000762,0.015726
199707,0.001521,-0.00918,0.058016
199708,0.001585,0.008003,-0.03571
199709,0.001618,-0.008715,0.02703
199710,0.001244,-0.014491,0.029741
199711,0.001764,-0.004633,0.010839
199712,0.001722,-0.002101,0.013608
199801,0.000995,-0.006202,0.015672
199802,0.001753,0.006531,-0.011048
199803,0.001441,0.001317,-0.001461
199804,0.001154,0.00268,-0.001683
199805,0.00152,-0.001515,0.014149
199806,0.00139,-0.011054,0.018641
199807,0.001137,-0.001636,-0.007941
199808,0.001537,-0.035899,0.04198
199809,0.001731,0.001778,0.034716
199810,0.001187,0.002908,-0.025006
199811,0.001648,0.017167,0.006583
199812,0.001527,0.004276,-0.006946
199901,0.000958,0.000126,0.008553
199902,0.001443,0.01255,-0.055321
199903,0.001501,0.001054,-0.005041
199904,0.001002,-0.004492,-0.001621
199905,0.002042,0.000895,-0.021796
199906,0.001299,-0.008302,-0.011668
199907,0.001071,-0.003648,-0.011442
199908,0.001418,0.002649,-0.009118
199909,0.001482,0.000882,0.004539
199910,0.000982,0.005913,-0.005038
199911,0.001526,0.003731,-0.009666
199912,0.001423,0.005349,-0.019743
200001,0.000891,-0.024363,0.018609
200002,0.001533,-0.016729,0.021971
200003,0.001447,-0.019023,0.031829
200004,0.001173,-0.003924,-0.012109
200005,0.00162,-0.010679,-0.010436
200006,0.001043,0.008005,0.02033
200007,0.000989,0.000648,0.012395
200008,0.001664,-0.010287,0.018905
200009,0.001024,0.020678,-0.020682
200010,0.000935,-0.013986,0.013056
200011,0.001635,-0.005424,0.026649
200012,0.001229,0.002658,0.019113
200101,0.000987,0.035337,-0.004818
200102,0.001413,-0.006252,0.015295
200103,0.001132,0.004529,-0.011531
200104,0.001224,0.019065,-0.035095
200105,0.001686,0.009446,0.000511
200106,0.000897,-0.00295,0.005685
200107,0.00119,-0.001414,0.034425
200108,0.001673,-0.004819,0.017427
200109,0.001318,-0.023113,0.005297
200110,0.001194,-0.002544,0.044052
200111,0.001716,0.029728,-0.048789
200112,0.001517,0.009516,-0.019758
200201,0.001163,0.003614,0.012396
200202,0.001662,0.001536,0.010181
200203,0.001103,0.014778,-0.044889
200204,0.001078,-0.015048,0.039369
200205,0.001717,0.009803,4.40E-05
200206,0.001433,-0.01123,0.017415
200207,0.001395,-0.020326,0.028709
200208,0.001795,-0.001103,0.044903
200209,0.001645,-0.008351,0.040179
200210,0.001642,0.005583,-0.030706
200211,0.001938,0.022739,-0.013316
200212,0.00191,-0.013902,0.049531
200301,0.001419,0.01283,-0.011577
200302,0.002045,-0.006368,0.032039
200303,0.001633,0.005602,-0.014513
200304,0.001909,0.012642,0.00919
200305,0.002001,-0.0114,0.0582
200306,0.001812,0.0011,-0.0164
200307,0.001599,0.0112,-0.0988
200308,0.00176,0.0052,0.0159
200309,0.001766,-0.0041,0.0538
200310,0.001636,0.0082,-0.029
200311,0.001852,0.0025,0.0019
200312,0.001975,0,0.0131
200401,0.001232,6.9E-05,0.017976
200402,0.001763,0.005151,0.017217
200403,0.001563,0.002338,0.010894
200404,0.001644,-0.005372,-0.054222
200405,0.001974,0.002082,-0.007745
200406,0.001854,0.002787,0.008509
200407,0.001315,0.004937,0.017464
200408,0.001846,-3.8E-05,0.038393
200409,0.001698,-0.000469,0.00895
200410,0.001501,-0.001028,0.015254
200411,0.001962,-0.003391,-0.021532
200412,0.002001,0.010683761,0.005129
200501,0.001026,0,-0.001498
200502,0.002068,0.010570825,-0.006155
200503,0.001882,-0.027196653,-0.006277
200504,0.001671,-0.004301075,-0.003034
200505,0.002008,0.019438445,0.004279
200506,0.001858,0.01059322,0.001288
200507,0.001305,0.01048218,-0.005235
200508,0.002054,0.002074689,-0.000222
200509,0.001467,-0.00621118,-0.01228
200510,0.001181,-0.004166667,-0.000914
200511,0.002575,0.008368201,0.011025
200512,0.001798,0.010373444,0.007715
200601,0.00108,0.008213552,-0.005685
200602,0.002166,0.00814664,0.000121
200603,0.001685,-0.002020202,-0.002903
200604,0.001771,0.004048583,-0.0054
200605,0.002227,-0.004032258,-0.002335
200606,0.001718,-0.004048583,0.000483
200607,0.00123,0.008130081,0.002852
200608,0.002303,0.014112903,0.003251
200609,0.001496,0.011928429,0.009295
200610,0.001236,0.009823183,0.009386
200611,0.002662,0.015564202,0.005705
200612,0.001923,0.009578544,0.000796
200701,0.001098,0.0056926,0.000942
200702,0.002247,0.01509434,-0.000287
200703,0.001673,0.001858736,-0.005202
200704,0.001622,0.012987013,-0.003093
200705,0.002573,0.005494505,-0.003573
200706,0.001524,-0.023679417,0.002308
200707,0.001095,-0.031716418,0.006575
200708,0.00218,0.01734104,0.008836
200709,0.001757,0.028409091,0.002691
200710,0.001267,0.005524862,0.001428
200711,0.002192,-0.02014652,0.005448
200712,0.002248,0.005607477,0.001818
200801,0.001308,-0.007434944,0.00809
200802,0.002174,-0.014981273,0.002495
200803,0.001956,-0.001901141,-0.005781
200804,0.001579,0.036190476,-0.009003
200805,0.002578,-0.001838235,-0.009525
200806,0.002016,-0.02946593,-0.008799
